,country,description,points,price,variety,description_length
497,US,rich bounteous flavor crushed ripe blackberry blueberry dill black pepper dark chocolate firm furry tannin bit bitter might age couple year,85,48.0,Syrah,193
498,US,aroma vanilla wood spice lead elegant somewhat dried dilute fruit flavor followed short finish,85,27.0,Cabernet Sauvignon,122
499,US,collaboration sonoma county based winemaker jesse katz ken forrester south africa varietal red robust rich dark cherry red currant integrated oak flavor support bold body,93,100.0,Cabernet Sauvignon,217
500,US,extraordinarily rich pinot fat opulent cherry compote mocha root beer flavor generously oaked offer spicy oak note velvety texture big fruit forward wine manages maintain delicacy harmony throughout best,92,48.0,Pinot Noir,273
501,France,relatively tight closed stage wine freshness poised rich fruit structure suggests long term development wood quite prominent overshadowing delicious yellow fruit flavor come back wine year magnificent,94,110.0,Chardonnay,305
502,US,pinot noir based blend quite good dry red wine sophistication elegance soft approachable cherry fruit flavor complexed herb sage thyme rich earthiness,90,25.0,Red Blend,227
503,US,easy drinking dinner wine dry balanced smooth tannin plum blackberry coffee flavor rich blueberry muffin taste finish,85,16.0,Merlot,158
504,Italy,catch eye brassy hue also make mark overtly sweet nose peach blossom melon mouth however struggle bit offering cider melon flavor soft rather punchless palate,83,13.0,Grechetto,228
505,Spain,cool nose tree bark tobacco aroma come together well tannic stout punishing roasted black fruit flavor backing espresso bitterness show syrupy side also raw power drink,90,44.0,Tempranillo,255
506,Italy,beautifully executed wine fine aroma cola red currant licorice blue flower moist earth texture long smooth silky elegant texture touch menthol finish,92,56.0,Nebbiolo,208
507,US,still dependable despite change ownership winery delivers elegant well made wine vintage veers toward herbaceous note fruity one dominant flavor green olive sweet bell pepper think however lean oak provides fatness right food like grilled red meat coax berry sweetness,87,22.0,Cabernet Sauvignon,379
508,US,sweet residual sugar powerful flavor apricot honey orange vanilla bit soft luscious sweetness make work,88,25.0,Chardonnay,160
509,Spain,mild peachy aroma friendly nothing serious intense varietal macabeo feel citrusy lightly bitter flavor almond skin citrus pith green melon finish simplicity note nectarine,85,9.0,Macabeo,222
510,France,ame mean spirit soul alain rotier belief wine express true nature gaillac estate basis place great perfume coming wine wood well chunky black fruit relatively soft wine concentration dense fruit rather tannin,91,40.0,Duras,324
511,US,bone dry plenty acidity tough tannin offering much relief despite evident core blackberry currant cherry tannin really lock palate like sandpaper straitjacket tongue consider origin yountville cool area noted ageable wine hould begin resolve difficulty,91,50.0,Cabernet Sauvignon,382
512,Italy,packaged modern screwcap bottle friendly blend ribolla gialla smaller percentage friulano riesling delivers bright golden color lively fruit aroma stone passion fruit wine crisp lively mouth perfectly capture spirit winemaking northeast italy,89,34.0,White Blend,319
513,US,bit raw rustic texture briary green peppercorn mouthfeel scoury tart acid couple berry cherry fruit zin taste sweet sour zinny wash barbecue ease,84,28.0,Zinfandel,250
514,US,appeal broadly many pinot lover soft lush array flavor raspberry cherry red currant licorice bacon lead long spicy finish trade complexity immediate appeal drink,88,50.0,Pinot Noir,219
515,US,heavy soft like melted mocha raspberry sundae lack structure make taste sweet,82,10.0,Cabernet Sauvignon,106
516,US,birch creek vineyard provides fruit stainless steel fermented aged wine offer note custard lee herb clover flavor show richer feel concentration seem trailing toward finish,87,36.0,Sémillon,251
517,Italy,almost stewy totally top nose offer earth oak brightness palate herb infused berry tomato fairly classic style fresh desirable,84,20.0,Sangiovese,207
518,US,dry little earthy dusty hay dried straw quality tangerine sweet lime lychee peach cream flavor interesting crisp chard plenty nuanced complexity,91,30.0,Chardonnay,197
519,US,smell taste ungenerous probably due unripe grape give earthy vegetal taste wine going anywhere drink,83,24.0,Red Blend,140
520,US,nice rugged mountain zin briary brambly tannin peppery taste wild berry freshly picked vine alcohol add heat structure time barrel softened tannin might perfect backyard barbecue red wine,86,16.0,Zinfandel,263
521,France,moody complex brooding superb wine exceptional value purple violet black forest cake cocoa nib espresso granule abound nose backed dark juicy black raspberry full firmly structured mouth note pepper tea smoked meat black fruit palate,93,28.0,Syrah,318
522,Spain,real surprise right mind could expect much quality cab franc tempranillo blend penedès try guarantee going like nose meaty ripe round palate feature pure core fruit backed chocolaty warmth kick well subtlety bargain hunter dream imported grape spain,91,12.0,Red Blend,370
523,US,another good job relatively inexpensive white variety clos du bois lake sonoma county grape wine show good sauvignon blanc character dry crisp savory lemongrass grapefruit peach flavor lightly oaked,86,14.0,Sauvignon Blanc,255
524,US,touch oak influence lends smokiness lime meyer lemon tropical fruit flavor crisp acidity creates sweet sour taste wine drinking cocktail sipper ham chinese food,85,15.0,Sauvignon Blanc,233
525,US,tasty wine loaded fleshy fruity flavor dominant note fresh cut pear dappled cinnamon spice round balanced delicious bottle slight hint residual sweetness,88,16.0,Pinot Gris,210
526,US,nice aroma pie crust red fruit barnyard lead tart simple wine watered flavor red berry,81,20.0,Cabernet Franc,121
527,US,bold densely structured wine vanilla cream orange soda pineapple custard flavor good acidity appeal modern style ripe straightforward feel,85,25.0,Chardonnay,197
528,US,another lovely gewurz navarro made neutral oak fermentation rich crisp spicy mélange exotic fruit wildflower flavor,89,19.0,Gewürztraminer,157
529,US,dry flavor ripe lemon lime vanilla accented brisk acidity simple wine pair well sweet chinese vietnamese food price right,84,12.0,Sauvignon Blanc,181
530,US,pretty good pinot noir dry elegantly constructed crisp acidity backbone tannin flavor raspberry cherry fruit delicious texture scoury little warm even though alcohol relatively low,86,30.0,Pinot Noir,247
531,US,polished sophisticated lush green apple pineapple buttered toast cinnamon flavor likeable balance sheer drinkability,88,20.0,Chardonnay,147
532,Italy,young vintner giovanni abrigo treiso area lovely expression barbaresco immediate aroma cherry cassis spice smoke leather tobacco wine approachable also built last natural concentration bright fruit flavor acidity hold ten year,93,35.0,Nebbiolo,316
533,Spain,rooty earthy smelling aroma leather cassis tobacco dried cheese cola feel rich nicely textured firm friendly tannin set tobacco coffee mocha roasted berry flavor chocolaty uncanny way finish drink,93,70.0,Tempranillo,294
534,Italy,without doubt one successful vineyard crus barbaresco rabajà delivers unique intensity sophistication notice aroma black fruit spice tar licorice good balance wine acidity tannic structure pair wine roasted pork stuffed prune,91,52.0,Nebbiolo,317
535,France,michel laroche branching chablis recent year southern french effort chlorine note along aroma mint sweet wood power suppleness match palate pulsates finish dark sharp burnt flavor,82,7.0,Merlot,298
536,US,like almost reverie cabernet release one need time cellar tasted fall tight grapey blackberry jam flavor girded firm stony minerality sweet hard tannin give year,92,75.0,Cabernet Sauvignon,241
537,US,pure mourvèdre begin well offering full palate varietal flavor built upon mix citrus ripe tree fruit along accent leaf forest turn soft seems bit overripe running rather short finish,87,35.0,Mourvèdre,248
538,US,bone dry crisply acidic ultraclean sauvignon blanc lemongrass lime grapefruit flavor savory bright accented cold streak stony mineral,87,20.0,Sauvignon Blanc,183
539,Italy,simple fruity nero avola offer fleeting blackberry tart red cherry flavor alongside fresh acidity pair pizza everyday informal meal,85,13.0,Nero d'Avola,185
540,Italy,sub brand riunite albinea canali ottocentonero show simple easy line raw fruit cherry almond paste dry lambrusco without bitterness sometimes encounter wine,84,13.0,Lambrusco,214
541,US,bottling ripe vintage quite good cool harvest yielded somewhat green wine grapefruit gooseberry flavor veer feline territory,84,20.0,Sauvignon Blanc,199
542,US,aroma lemon soil flower quite subdued flavor restrained impressive balance variety often burly tannin well tamed,89,32.0,Petite Verdot,157
543,US,coming cool climate cab opulent ripe say napa wintergreen mint note alongside sweet red cherry black raspberry flavor lightly elegant weight different kind cab dry good one friendly food,87,35.0,Cabernet Sauvignon,283
544,US,lot ripe jammy cherry blackberry chocolate fruit easy drinking cab show rusticity though raisiny finish astringency tannin,83,14.0,Cabernet Sauvignon,169
545,Spain,aroma milk chocolate covered cherry forced oak smell overtly sweet candied feel choppy juicy red fruit flavor buttery oak background turn sweeter buttery finish offer much complexity,83,15.0,Grenache Blend,272
546,Italy,sangiovese merlot added softness dimension wine boast pretty note cherry blue flower toasted almond exotic spice nice elegance overall bit compact mouth,87,15.0,Sangiovese,213
547,Italy,luminous pinot grigio open simple aroma stone fruit melon citrus delivers fine level acidity enough structure carry forward fish pasta risotto wine performs nicely mouth thanks creamy texture,86,20.0,Pinot Grigio,254
548,US,tannic closed vine cliff magnificent array cabernet hard bite acidity take much richness explode blackberry black currant dark chocolate butterscotch sweet cinnamon spice list go rich decadent enjoy gather momentum next year,95,150.0,Cabernet Sauvignon,371
549,Spain,mild salinic aroma bring lime lychee feel standard smooth enough sweet white fruit flavor suggest peach semi dry always feel taste sugary,84,9.0,Sparkling Blend,177
550,Spain,fresh berry aroma carry spice note palate rugged little hot juicy berry flavor forward overly evolved complex finish tight aggressive spunky clean honest flavor,86,14.0,Tinto del Pais,237
551,France,month new wood aging wine still wood toast wine weight promise blackberry fruit firm tannin finely structured mature well,89,18.0,Bordeaux-style Red Blend,207
552,US,erath fresh lightly fruity pinot gris bit substantial new pinot blanc soft fruity simple wine challenge palate way stainless steel fermented quintessential quaffer,84,14.0,Pinot Blanc,248
553,US,winemaker denis malbec created brilliantly delicious crisp dry yet richly textured version variety open golden honey dried apricot lychee nose mouth minerally wine steely finish smoky oaky edge,91,36.0,Sauvignon Blanc,260
554,US,hearty cabernet rich cranberry cassis streak earthy cedar pleasant herbal undertone tannin young still pleading wait bottle air enjoying,89,35.0,Cabernet Sauvignon,218
555,US,curiously perfumed note roasted hazelnut fresh apple savory dry chardonnay full bodied style note nut oil nut skin throughout end hint wood sap astringency finish,83,15.0,Chardonnay,230
556,Italy,thanks dense clay soil brunate cru delivers wine high color saturation aromatic caliber barolo offer layer black fruit plum spice tobacco cola dark chocolate wine firm finely textured power dimension personality long finish,94,88.0,Nebbiolo,295
557,Spain,wine searching identity nose deal menthol licorice grilled meat molasses little bright fruit heaviness transfer mouth marinated baked flavor mix green tomato fails impress,83,36.0,Tinto del Pais,235
558,US,pale pink color introduces wine fairly weak aroma bubble gum freshly squeezed lime one three rosés made proulx rather subtle expression one delivering bit lime decent amount tannic grip palate would great match anything rich texture light flavor could easily overwhelmed,86,24.0,Rosé,387
559,France,serious fan rivesaltes must example aroma dried apricot toasted hazelnut fig ginger sweet spice candied orange rind fill bouquet mouth silky heady without cloying aroma transition onto palate alongside accent walnut skin shiitake mushroom soft salinity make long finish even mouthwatering drink continue age bottle produced,95,350.0,Red Blend,476
560,France,epineuil region burgundy chablis producing light fruity pinot noir perfumed dusty wine show firm tannin bright red currant raspberry fruit fresh aftertaste,87,23.0,Pinot Noir,221
561,France,year old show sign maturity retains freshness liveliness well yeasty edge toasty flavor wonderful white fruit balance finely balanced acidity kept check richness mature fruit complete champagne,94,95.0,Chardonnay,283
562,US,sure taste sunny fruity extract wine massive black cherry liqueur cassis mocha choca flavor also soft long almost sweet finish,85,29.0,Zinfandel,183
563,US,sweet candied cherry raspberry carob flavor tasty enough seriously lack acidity make fruity wine come alive cartlidge browne,83,35.0,Pinot Noir,168
564,France,like blend grenache bl anc marsanne roussanne featuring ripe melon peach fruit wrapped around underlying minerality full broad yet manages refreshing despite weightiness,87,12.0,White Blend,243
565,France,intensely mineral expression sauvignon blanc crisp full citrus flavor deliciously fresh also complex wine concentrated steel spring ripeness ready burst glass,92,22.0,Sauvignon Blanc,208
566,France,grandiose ripe apricot peach note allied wood note contrast fine acidity elegance lemon zest edge give structure full superripe powerful effort,93,125.0,Chardonnay,247
567,Italy,hearty red wine central italy would pair well grilled meat veal wrapped sage leaf sliced prosciutto ham load red berry followed note exotic spice leather tobacco firm tannin drink year,91,22.0,Red Blend,251
568,US,dijon clone sculpted tight compact chardonnay feel shut cocoon give time decanting unwrap show elegant tropical stone fruit caramel vanilla cream butter flavor backed moderate acid,88,28.0,Chardonnay,254
569,US,debut blend somehow reach alcohol easy yakima valley sangiovese solid effort open polished pretty flavor mixed plum berry silky smooth plenty tangy fruit finish get little hot minor quibble wine give much flavor price finish keep getting interesting piling smoked ham spicy clove go,90,20.0,Red Blend,468
570,US,texture name game talking pure velvet way wine glide palate hardly wrinkle beyond mouthfeel flavor complex hard describe blend consists cabernet sauvignon contribution cab franc malbec petit verdot grape brings distinction new oak approachable softness glide next year ease expensive yes case produced worth search,95,90.0,Cabernet Sauvignon,537
571,Italy,terrific value wine rosé made indigenous grape sicily open bright pink color fragrant tone raspberry white almond rose petal,86,13.0,Rosé,178
572,US,less immediately accessible tight tart almost seems encased sort shell fruit concentrated raspberry plum acid taste natural tannin polished proportionate wine stay focused strong long finish dapple toasted coconut chocolate malt rollat collector would wine cellar five six year waiting edouard come full flower,92,45.0,Cabernet Sauvignon,512
573,US,light strawberry raspberry bing cherry fruit medium weight straight ahead nicely ripened tannin soft balance work fine,87,32.0,Cabernet Sauvignon,151
574,Spain,year going go book good one ribera del duero many young wine like one showing narrow sour fruit much funk pickle touch jamminess red fruit mostly another thin pushy wine anemic flavor rough mouthfeel stick find,83,20.0,Tempranillo Blend,360
575,US,year ago willamette valley vineyard purchased tualatin estate vineyard winery founded bill fuller mark return mr fuller winemaking new cuvée celebrates vintage tawny gold scented honeycomb pineapple potent focused carry flavor finish rich bee pollen preserved lemon intensity,91,35.0,Chardonnay,385
576,Italy,fattoria scopone riserva open charred aroma campfire liquid smoke barbecue sauce fresh fruit note tend ripe side think mature cherry strawberry mouth however well crafted wine smooth silky long lasting,90,55.0,Sangiovese Grosso,271
577,Italy,lean sharp herbal true apéritif wine whets appetite slight sour cream note palate offset tangy citrus laden finish blend cinnamon spiced pear flavor,84,19.0,Cortese,207
578,US,eight buck get rich creamy taste pineapple green apple cinnamon spice quite sweet quite dry balanced crisp acidity bargain,85,8.0,Chardonnay,168
579,US,lack oak barrel scent accent toast layered around light strawberry fruit,85,14.0,Merlot,114
580,France,fresh crisp fruity good light rosé could fine alternative red wine turkey ham dinner finish clean round flavored red berry fruit,84,9.0,Cinsault,188
581,Italy,morellino di scansano known italy informal fruit forward wine wash beautifully heaping plate pasta home cooked meal expression follows squarely tradition offer perky aroma cherry cola spice blackberry dried mediterranean herb,87,25.0,Sangiovese,295
582,US,cola like flavor earthier note tobacco leather drink pretty lean tannin strong finshes bitterness acid tannin,84,20.0,Pinot Noir,160
583,US,winery identifies best barrel best lot supple streaked chocolate caramel explosion cherry cassis cola dr pepper contains sneaky note tobacco pepper threaded lingering finish richness depth prevail throughout,93,55.0,Pinot Noir,292
584,US,seldom tasted dry creek valley cabernet appellation winery woolly edge wine excellent example briary pushy tannin succulent flavor wild blackberry oak add sheen vanilla smoke,90,21.0,Cabernet Sauvignon,273
585,Italy,riserva open textured granular mouthfeel packed tight leather tobacco dried berry cola flavor close fresh menthol driven,93,58.0,Sangiovese Grosso,167
586,US,bacio divino sangiovese based blend curiously soft forward cherry cocoa spice flavor simply lack structural integrity alcohol evident warm dry finish,84,32.0,Red Blend,204
587,US,massive opulent oozing pineapple créme brulée honey buttered toast cinnamon spice flavor totally decadent fortunately set brisk citrusy acidity calling lobster forget drawn butter sheer hedonism glass fantastic price,95,26.0,Chardonnay,278
588,US,light berry fruit alcohol around pale color plenty acidity characterize pinot noir still tightly wound may add flesh bottle age aroma hint tomato leaf wine fade gently,87,30.0,Pinot Noir,231
589,US,another successful winery fact best six new pinot show brilliant acidity light delicate texture coast concentrated fruit cola spice flavor esteemed vineyard noted highly complex dry delicious drink age well good six year,94,54.0,Pinot Noir,337
590,US,taste heavy sugary sweet cherry pie filling without crust lacking structural integrity dryness help reputation vineyard,83,60.0,Pinot Noir,161
591,US,reserve cab franc good wine one much different rustic simple stewed cherry flavor bitter finish okay everyday fare,84,10.0,Cabernet Franc,166
592,US,quite tart hit lip nonetheless dense flavorful pinot gris tasting grapefruit sour orange apple green banana show lot juice power mid palate fruit driven finish,90,19.0,Pinot Gris,229
593,Italy,violet plum leather baking spice aroma merge easygoing red fuss palate offer black cherry star anise hint clove alongside polished rather fleeting tannin drink soon,87,21.0,Red Blend,205
594,US,bone dry sharp harsh texture minty flavor next black cherry okay everyday sipper casual food,84,10.0,Cabernet Sauvignon,140
595,France,well structured juicy fruity wine aroma redcurrants flavor fresh black fruit balanced firm dry tannin acidity,83,6.0,Cabernet Sauvignon,155
596,US,plum black cherry fruit flavor core warmly generous wine round mouthful fruit sweet baking spice,88,12.0,Cabernet Sauvignon,132
597,US,quite flavorful apple pear peach equally mix fruit front center wine unusual polish price keep coming surprisingly long finish nicely structured skin rind flavor wrapping finish,88,10.0,White Blend,277
598,Italy,malpelo ramato style pinot grigio mean sport copperish color cool glass closure done good job locking wine fresh fragrance citrus rose peach white spice pair wine tuna steak raw salmon tartar,88,27.0,Pinot Grigio,266
599,Italy,winery founded start morphed decade enthusiastically embrace modern use oak fact wood almost much good thing carpentry cedar note mask much cherry fruit mouth chewy texture smoke favor spice driven finish,88,60.0,"Corvina, Rondinella, Molinara",333
600,US,berry scented wine loaded fresh mint aroma accented toasty oak tannin ripe soft acidity bright,85,17.0,Cabernet Franc,137
601,Spain,black night chunky sweet candied aroma well note bacon shoe polish cough medicine classic modern styled wine intense roasted berry herb exotic spice flavor licorine prune coffee oak emerge broad finish ripe yet good job straddling line big overripe,89,16.0,Red Blend,347
602,US,made four rhône variety dominated mourvèdre syrah blend solidly warm climate california burst jammy cherry blackberry spice flavor finish little sweet simple,84,26.0,Rhône-style Red Blend,209
603,France,contains fairly high proportion viognier still seems tightly packed faury syrah saint joseph riper cherry berry fruit less meatiness still great floral aroma hint pepper finish drink,91,47.0,Syrah,280
604,Italy,elegant expression cabernet sauvignon smooth aroma wild berry cherry seamlessly integrated light shading spice toast wine crisp generous palate delivers smooth determined texture,90,30.0,Cabernet Sauvignon,259
605,US,apparently made bordeaux variety wine crisp overtly sweet simple jammy flavor pineapple lemon lime,84,34.0,White Blend,140
606,Spain,serious stately rioja key aroma prune blackberry leather snappy enough palate plenty pop well pure berry flavor smooth tannin zest dry vanilla might call bit acidic traditional food great drink case made,91,80.0,Tempranillo,313
607,US,ouch tough extremely dry acidic tannic wine showing much charm suggestion blackberry bitter cherry blueberry fruit well lot smoky oak nowhere near ready hard predict try,84,26.0,Petite Sirah,244
608,France,talcum powder orange peel bit fresh cut grass make pleasant bouquet quite forward fully charged palate melon apple lemon well softer peach flavor good lively imported vineyard brand,89,26.0,Sauvignon Blanc,246
609,US,merlot cabernet franc make majority blend aroma dried herb pencil lead cherry spice subdued palate brings somewhat elegant style tannin seeming bit bunched,88,27.0,Bordeaux-style Red Blend,223
610,France,start melon touch almond character add brighter pineapple note turn tart metallic finish poignant counter wine breadth palate,84,11.0,Rhône-style White Blend,188
611,US,relatively low alcohol listing thin fruit offer soft flavor yeasty bread dough along stemmy tannin,82,24.0,Pinot Noir,154
612,US,much better maybe vintage sourcing difference sharp green minty taste cherry cola flavor finish simple thin earns extra point rich spiciness,83,30.0,Pinot Noir,214
613,Italy,blend cabernet merlot syrah lot heat power locked within recognized slightly cooked jammy fruit note also get pleasant warm tone soft leather sweet pipe tobacco,87,28.0,Red Blend,221
614,US,made cabernet wine extracted jammy modern style extreme ripeness fruit forwardness sweet oak new add layer cream vanilla buttered toast appeal juicy new world style,90,85.0,Cabernet Sauvignon,246
615,US,show ripe black currant flavor veer raisin prune smoky oak add caramelized layer make wine taste port like dry crisp acid,84,24.0,Syrah,186
616,US,light red fruit perhaps little stewed herbal soft mouthfeel mocha streaked finish,85,20.0,Cabernet Franc,107
617,US,flavor creamy vanilla pudding buttered toast pineapple jam mark slightly sweet chardonnay crisp streak acidity provides much needed balance richness,86,13.0,Chardonnay,176
618,France,rich riesling dry balancing intense acidity white currant hedgerow fruit concentrated texture wine full bodied ripe superbly structured fruity wine show well riesling year,94,39.0,Riesling,265
619,Italy,unanimous favorite tasting la prima come oldest vine property blend sangiovese canaiolo colorino aged barriques dark color black plum hint violet nose oak understated allowing blackberry plum floral note shine finish rich chewy long,90,35.0,Sangiovese,356
620,Italy,made southern italy noble white grape structured wine conveys subtle aroma white yellow spring flower accented whiff beeswax slate juicy palate delivers white peach cantaloupe pink grapefruit mineral alongside fresh acidity,90,37.0,Greco,273
621,US,made carabella popular budget pinot sport solid country flavor plenty bright vivid tart full bodied forward expression front loaded surprising depth overall fine balance,88,20.0,Pinot Noir,264
622,US,young tight wine stuns strong acidity bitter lime zest almost gooseberry tartness nobly structured badly need year two cellar extended decanting oxygen warming bring exciting note tropical fruit buttercream oak,92,36.0,Chardonnay,297
623,Italy,blend cabernet sauvignon cabernet franc merlot petit verdot robust wine open aroma leafy underbrush mature plum toast roasted coffee bean palate offer prune dried cherry black pepper graphite espresso alongside dusty tannin heat alcohol midpalate,87,75.0,Red Blend,314
624,France,full juicy red fruit flavor hugely rich solid chunky concentrated jammy red plum flavor marrying firm tannin intense acid expect wine age six plus year,90,40.0,Pinot Noir,209
625,US,befits cool vintage lean alcohol showing bare bone citrus flavor even like white dry flinty may find marsanne roussanne viognier blend little thin,86,40.0,Rhône-style White Blend,219
626,France,solid wine plum skin dry tannin texture ripe fruit attractive red fruit juicy acidity need aging least three year show fruitiness,91,50.0,Pinot Noir,200
627,Spain,wine tan gold color tell fading aroma canned pineapple particularly fresh finish fleshy fat imported alconde vineyard llc,83,16.0,Verdejo,182
628,Spain,basic rdd delivers smooth ripe nose dos forest bacon road tar violet plum blackberry foundation juicy raw tongue racy slick blackberry fruit finish broad medicinal likely sign hot vintage,86,14.0,Tempranillo,278
629,US,lonesome spring ranch vineyard fresh juicy citrus orange peel flavor,87,15.0,Viognier,103
630,US,rich soft oaky cabernet forward appealing blackberry cherry jam cassis mocha olive flavor show class distinction vineyard source napa sonoma,90,70.0,Cabernet Sauvignon,189
631,US,release wine blend four considerable vineyard great less although still fine wine packed cherry cola spice flavor little raw mouth decant hour drinking,88,50.0,Pinot Noir,251
632,US,goldeneye basic appellation pinot fairly rich cherry raspberry cola red currant licorice sandalwood elegantly crisp mouthfeel lack excitement especially price drink,87,58.0,Pinot Noir,228
633,US,easy like syrah soft gentle raspberry cherry spice tobacco herb smoke flavor defines warm climate lighter style paso roble syrah,87,20.0,Syrah,165
634,US,offer appealing note cranberry cherry orange peel along kiss vanilla tart fresh style puckering fruit dinner table,87,13.0,Blaufränkisch,182
635,France,petit chablis serious complex delicious ripe green yellow fruit touch caramel toast edge,87,28.0,Chardonnay,151
636,US,dull watery much going beyond alcohol although find modest citrus flavor,82,15.0,Chardonnay,103
637,Italy,fresh crispness notice first luminous bright soave made garganega grape wine boast aroma lemon zest white mineral pear,86,10.0,Garganega,165
638,US,great price brut classically structured made pinot noir chardonnay dry crisp fine mousse give creamy smooth mouthfeel pineapple raspberry vanilla flavor delicious,90,19.0,Champagne Blend,228
639,Italy,reflecting heat vintage aroma recall stewed prune fig toasted oak hearty one dimensional palate delivers dried berry roasted coffee bean vanilla anisette alongside raspy mouth puckering tannin searing alcohol dominates finish,86,100.0,Sangiovese,266
640,Italy,really charming nose green plum red berry earth jump glass curl lap palate lacking bit intensity make iresistable cassis flavor followed fresh roasted coffee bracing acidity would well matched cheese laden dish lasagna drink one year,86,9.0,Dolcetto,351
641,France,moderately intense menthol black licorice african violet aroma nose mouth full ripe plum dark cherry accented note cocoa fresh mint leaf lovely balance silky texture end somewhat simple yet clean finish,88,11.0,Rhône-style Red Blend,263
642,US,made softly appealing style pinot like cherry pie sprinkled brown sugar cinnamon show pinot noir silky texture,85,21.0,Pinot Noir,141
643,US,without showing richness prior vintage year bottling earthy crisp dry steely minerality modest fruit suggests green apple pineapple,85,40.0,Chardonnay,189
644,US,bit vegetal bit sweet finish pineapple candy particularly successful,82,20.0,Chardonnay,93
645,US,start light mouthfeel almost delicately simple dry wispy texture feel almost inconsequential notice flavor cola tart cherryskin ripe rhubarb coffee asian spice caramelized oak mingle together complex swirl make want another sip,89,30.0,Pinot Noir,313
646,US,pungent grapey note violet dusty chocolate astringent fruit show varietal cassis flavor somewhat overtaken extremely charred coffee ground flavor finish,86,32.0,Cabernet Sauvignon,195
647,US,pinot open aroma strawberry cherry flower leading juicy berry flavor touch balsamic pepper strawberry good structure lingering finish give added appeal,86,16.0,Pinot Noir,204
648,US,greenwood ridge often good job sauvignon blanc year wine irritating unripe feline flavor also dry residual sugar,80,18.0,Sauvignon Blanc,173
649,US,size mark wine huge flavor swamping palate black red cherry pomegranate sweet rhubarb pie coffee vanilla time fairly light color certainly light silky body crisp acid show enough complexity serve finest entrées,90,35.0,Pinot Noir,306
650,Italy,pleasant red wine piedmont northern italy made nebbiolo vespolina grape clean delivery berry spice cola aroma wine tonic fresh mouth clean acidity playful bite exotic spice close,88,40.0,Red Blend,260
651,US,hard keep falling love wine luscious bright spicy wild cherry raspberry root beer flavor satiny texture brilliant acidity stunningly drinkable hold develop next six year,94,36.0,Pinot Noir,258
652,US,massively rich ripe blackberry jam chocolate anise spice flavor zin leave much imagination taste california sunshine heat every potent sip alcohol high yet wine wear well drink,86,36.0,Zinfandel,261
653,Italy,cometa boast brilliant saturated golden color carry clean execution term aroma flavor note tropical fruit ripe citrus come sharp focus thanks fiano natural minerality mouth offer plenty weight balance great length finish hinting anise honey lime orange,91,39.0,Fiano,359
654,US,paso come soft chocolaty merlot acidity deficient kind flavor go long way saving wine taste perfectly ripe crushed blackberry,84,15.0,Merlot,195
655,US,taste feel little gritty dry tannin something old fashioned era lush sweet cabernetss appeal youth rich core blackberry black currant suggests time cellar rewarded hold,88,52.0,Cabernet Sauvignon,280
656,US,open nice nose roasted nut banana caramel hint smoke palate pear baked apple apricot flavor wear interesting coconut accent unfortunately overrun scotch note peek behind edgy acidity,85,55.0,Chardonnay,257
657,US,light style still stylish finesse good structure pretty plum fruit lightly dusted cocoa softening tannin adding spice finish gentle beguiling wine ready near term enjoyment,88,19.0,Pinot Noir,232
658,US,aroma sun dried tomato coffee cinnamon toast blackberry currant introduce wine drink light fruity pretty flavor lot spice soft tannin nothing write home nice enough dry red table wine,85,21.0,Merlot,261
659,Spain,light raspberry along charred wood carry modest nose additional raspberry flavor blend sweeter strawberry taste create mildly creamy easygoing palate finish fairly buttery toast popcorn note attempt major league wine semi successful,87,28.0,Tempranillo Blend,289
660,US,one two tempranillos fenestra lodi livermore valley version bright tasting cherry spice good acidity nearing finish taste turn toasty dark molasses nice wine overall,87,36.0,Tempranillo,225
661,France,rosé struggling get wine strawberry fruit combined tannin way work bordeaux clairet lie rosé red color taste,83,14.0,Bordeaux-style Red Blend,192
662,Italy,bold blend cabernet sauvignon merlot syrah open soft luscious fruit tone cherry blackberry jam leather tobacco add savory masculine quality tart red fruit flavor add touch refreshing acidity,92,56.0,Red Blend,259
663,US,tart acidity mark dry wine interfering palate pleasure causing imbalance otherwise show tension cool climate raspberry cherry ripeness touch wintergreen mint give richness great wine,87,32.0,Pinot Noir,254
664,Italy,bell pepper red currant aroma along obvious oak vanilla sensation carry palate alongside forward espresso note bit shy vibrancy also tightly tannic demonstrates heat vintage,87,35.0,Red Blend,253
665,US,mix fruit survived big freeze dwelley morrison lane minnick vineyard tight tart tannic showing pickle barrel note time new american oak herbal compact wine probably given another year bottle smooth,87,25.0,Cabernet Sauvignon,312
666,US,appellation near western cooler part paso roble wine rich chocolate fudge creamy cherry cassis flavor requisite acidity tannin needed temper almost sweet finish wine redeems elegance high alcohol really problem term balance,88,26.0,Cabernet Sauvignon,328
667,Italy,aged large oak cask dark thickly extracted ripasso nice job integrating mature black fruit aroma spice tobacco oak element nicely tucked background wine show bright fruit flavor mouth well,89,18.0,"Corvina, Rondinella, Molinara",258
668,US,way soft unstructured especially price sweet syrupy wine blackberry jam cocoa flavor also high alcohol,82,56.0,Cabernet Sauvignon,161
669,US,oak dominates wine withstrong note buttered toast vanilla sweet char nothing wrong pleasant aroma flavor underlying wine cherry currant fruit overpowered wood,85,20.0,Petite Sirah,234
670,US,made dubrul vineyard fruit lush strawberry raspberry flavor dig deep core supported base minerality tightly focused finish includes echo toasty barrel derived flavor,90,72.0,Cabernet Sauvignon,220
